MAE_mean,L2_mean,max_err,MAE_list,L2_list,max_err_list,k,geometry,arch,n_windows,anchor_spacing_s,fem_saving_pct,train_time_s,n_fem_solves,pass_k1
1.7696038733168302,0.01283308953162995,3.039278851557943,"[43.82683577161881, 22.88596566924869, 1.0726650666571209e-14, 13.328442229835275, 11.398781492454138, 0.0, 4.810451656823529, 4.195952701637763, 0.0, 1.7829067350140104, 1.5544679145921032, 0.0, 0.6755748672307984, 0.37334814821021806, 0.0, 0.27554022575963116, 0.09865990989337445, 0.0, 0.06575594867519642, 0.08701997305441361, 0.0, 0.05720118367786502, 0.020208998507264573, 0.0, 0.03249834375951834, 0.025134561390413444, 0.0, 0.03366589272930307, 0.01953677152347383, 0.0, 0.031047724438566227, 0.029014688918511954, 0.0, 0.012369889243247407, 0.010718324340826566, 0.0, 0.07583221475687596, 0.06881047681356589, 0.0, 0.033643950385614615, 0.03200021076076938, 0.0, 0.03131458836513935, 0.028378619357575286, 0.0, 0.024090432982389207, 0.016450281711478672, 0.0, 0.03547823950636659, 0.037940008960966325, 0.0, 0.01877696457382803, 0.016543834497662124, 0.0, 0.02074933144142261, 0.01841739071039604, 0.0, 0.04905512279575594, 0.03765110881306819, 0.0]","[0.11315381401745699, 0.08366134974186136, 8.27441869881332e-17, 0.09325868962214764, 0.10473650725085172, 0.0, 0.07521536486850443, 0.08077538221270851, 0.0, 0.05079598581762314, 0.050291600449115695, 0.0, 0.027358679834930254, 0.017967508693256272, 0.0, 0.01311104029462529, 0.00583864623689686, 0.0, 0.0035197483598488574, 0.00458829412671074, 0.0, 0.0030072773915917183, 0.001180606205684051, 0.0, 0.0016896925882903975, 0.0014407094027235497, 0.0, 0.0019165897978934226, 0.001155472282531021, 0.0, 0.0016427832146912542, 0.0016076179410358178, 0.0, 0.00085267612566786, 0.0007401053085535781, 0.0, 0.003896056064874949, 0.0035134761013342515, 0.0, 0.0018212676585782767, 0.0017822863554593255, 0.0, 0.0017593591710384363, 0.0017175795228908186, 0.0, 0.0015162917559870352, 0.0009880395415249386, 0.0, 0.0020947608915887882, 0.0021248309343464005, 0.0, 0.0011171473595063838, 0.0009256224609644172, 0.0, 0.0013386959739997329, 0.0011438660319818303, 0.0, 0.0026744079532249766, 0.0020655423352960007, 0.0]","[52.83456680671537, 46.87711771526199, 2.842170943040401e-14, 23.314352045852615, 28.375206002370305, 0.0, 8.505129007776205, 9.980835100620624, 0.0, 3.1433245761083555, 3.5591153454815405, 0.0, 1.147088251432553, 1.2007185641996756, 0.0, 0.44367347046274475, 0.4183874883350249, 0.0, 0.1572163693558295, 0.23269069104183515, 0.0, 0.08904208398539382, 0.05911132009931919, 0.0, 0.058510985398438464, 0.075325165303056, 0.0, 0.09059780074100487, 0.0713671213133722, 0.0, 0.07786779365983776, 0.08863651649286552, 0.0, 0.062372189145420975, 0.057893435407287086, 0.0, 0.11057121374826195, 0.1254553877085023, 0.0, 0.10717506827656109, 0.11141773535748101, 0.0, 0.07069424473566954, 0.08690514752584377, 0.0, 0.10385726235497472, 0.05700805380595497, 0.0, 0.1039253439732235, 0.08169601836071294, 0.0, 0.08600779076023102, 0.052591300532800034, 0.0, 0.06544452949856705, 0.06451063036321969, 0.0, 0.11630231821726156, 0.09302320169660305, 0.0]",1,square,[70],20,1.5,0.6667,661.09,20,False
